epoch,step,train_loss,train_acc,val_loss,val_acc
0,3374,2.332985349725794,0.10587037037037036,2.311118481953939,0.10933333333333334
1,6749,2.3153292167804858,0.10196296296296296,2.3353231023152667,0.1025
2,10124,2.311198121883251,0.10124074074074074,2.3060454909006753,0.11983333333333333
