epoch,step,train_loss,train_acc,val_loss,val_acc
0,3374,0.9706040370994145,0.6629444444444444,0.5171558846036594,0.85
1,6749,0.3912339929717558,0.8809814814814815,0.3252519029676914,0.9005
2,10124,0.2979010075485265,0.9112222222222223,0.26441643148163957,0.9215
