epoch,activation1,activation2,total_time
0,0.026864000596106052,0.023136000148952007,0.05000000074505806
1,0.02700799982994795,0.024032000452280045,0.05104000028222799
2,0.025295999832451344,0.023296000435948372,0.048592000268399715
3,0.025359999388456345,0.023504000157117844,0.04886399954557419
4,0.0261439997702837,0.022816000506281853,0.04896000027656555
5,0.028303999453783035,0.023135999217629433,0.05143999867141247
6,0.02604799997061491,0.02387200016528368,0.04992000013589859
7,0.025407999753952026,0.02334399987012148,0.048751999624073505
8,0.025887999683618546,0.02393599972128868,0.04982399940490723
9,0.025616000406444073,0.02331199962645769,0.048928000032901764
10,0.02556800004094839,0.025968000292778015,0.051536000333726406
11,0.026159999892115593,0.023376000113785267,0.04953600000590086
12,0.026736000552773476,0.02300800010561943,0.049744000658392906
13,0.02551999967545271,0.022815999574959278,0.04833599925041199
14,0.025775999762117863,0.02319999970495701,0.04897599946707487
15,0.025824000127613544,0.023680000565946102,0.04950400069355965
16,0.02588800061494112,0.022784000262618065,0.048672000877559185
17,0.025951999239623547,0.02612800057977438,0.052079999819397926
18,0.02590399980545044,0.025856000371277332,0.05176000017672777
19,0.02636800054460764,0.022943999618291855,0.049312000162899494
20,0.026000000536441803,0.022655999287962914,0.048655999824404716
21,0.02556800004094839,0.023584000766277313,0.049152000807225704
22,0.025775999762117863,0.022671999409794807,0.04844799917191267
23,0.026000000536441803,0.023376000113785267,0.04937600065022707
24,0.026511999778449535,0.022928000427782536,0.04944000020623207
25,0.030079999938607216,0.023744000121951103,0.05382400006055832
26,0.02505600079894066,0.022816000506281853,0.04787200130522251
27,0.02638399973511696,0.022367999888956547,0.048751999624073505
28,0.025231999345123768,0.022831999696791172,0.04806399904191494
29,0.025968000292778015,0.023504000157117844,0.04947200044989586
30,0.025936000049114227,0.023327999748289585,0.04926399979740381
31,0.02536000031977892,0.02270400058478117,0.04806400090456009
32,0.026384000666439533,0.023535999469459057,0.04992000013589859
33,0.02649599965661764,0.02294400054961443,0.04944000020623207
34,0.025456000119447708,0.023423999547958374,0.04887999966740608
35,0.02604799997061491,0.023087999783456326,0.049135999754071236
36,0.025647999718785286,0.02246400061994791,0.048112000338733196
37,0.0254080006852746,0.022607999853789806,0.04801600053906441
38,0.02643200010061264,0.023327999748289585,0.049759999848902225
39,0.02497600018978119,0.02300800010561943,0.04798400029540062
40,0.0249439999461174,0.023231999948620796,0.0481759998947382
41,0.029984000138938427,0.022703999653458595,0.05268799979239702
42,0.02575999964028597,0.022703999653458595,0.048463999293744564
43,0.025200000032782555,0.02246400061994791,0.047664000652730465
44,0.025679999962449074,0.023519999347627163,0.04919999931007624
45,0.025488000363111496,0.02342400047928095,0.048912000842392445
46,0.026159999892115593,0.022512000054121017,0.04867199994623661
47,0.026367999613285065,0.022991999983787537,0.0493599995970726
48,0.026271999813616276,0.0231520002707839,0.04942400008440018
49,0.025775999762117863,0.023055999539792538,0.0488319993019104
50,0.02636800054460764,0.022976000793278217,0.04934400133788586
51,0.025327999144792557,0.023264000192284584,0.04859199933707714
52,0.025455999188125134,0.023039999417960644,0.04849599860608578
53,0.029023999348282814,0.023279999382793903,0.05230399873107672
54,0.025728000327944756,0.023136000148952007,0.04886400047689676
55,0.02595200017094612,0.02310399990528822,0.04905600007623434
56,0.025824000127613544,0.022799999453127384,0.04862399958074093
57,0.025311999954283237,0.023471999913454056,0.04878399986773729
58,0.02516800072044134,0.02358399983495474,0.04875200055539608
59,0.025376000441610813,0.025631999596953392,0.051008000038564205
60,0.025936000049114227,0.02392000053077936,0.04985600057989359
61,0.025919999927282333,0.023231999948620796,0.04915199987590313
62,0.027023999951779842,0.023136000148952007,0.05016000010073185
63,0.02599999960511923,0.028320000506937504,0.05432000011205673
64,0.026096000336110592,0.026367999613285065,0.05246399994939566
65,0.025535999797284603,0.023120000027120113,0.048655999824404716
66,0.026176000013947487,0.023951999843120575,0.05012799985706806
67,0.025104000233113766,0.023136000148952007,0.04824000038206577
68,0.02636800054460764,0.02331199962645769,0.04968000017106533
69,0.02628799993544817,0.0231520002707839,0.04944000020623207
70,0.025824000127613544,0.023520000278949738,0.04934400040656328
71,0.02584000024944544,0.02324800007045269,0.04908800031989813
72,0.025232000276446342,0.023215999826788902,0.048448000103235245
73,0.02503999974578619,0.023264000192284584,0.048303999938070774
74,0.025167999789118767,0.023136000148952007,0.048303999938070774
75,0.025647999718785286,0.02348800003528595,0.049135999754071236
76,0.025856000371277332,0.02291200030595064,0.048768000677227974
