epoch,step,encoder_0_activation,encoder_1_activation,encoder_2_activation,encoder_3_activation,encoder_4_activation,encoder_5_activation,encoder_6_activation,encoder_7_activation,encoder_8_activation,encoder_9_activation,encoder_10_activation,encoder_11_activation,total_time
0,0,1.7017279863357544,0.10492800176143646,0.10569600015878677,0.1048320010304451,0.10502400249242783,0.10492800176143646,0.10492800176143646,0.10409600287675858,0.1053759977221489,0.10572800040245056,0.10547199845314026,0.10531199723482132,2.858047991991043
0,1,0.10467199981212616,0.10550399869680405,0.10480000078678131,0.10534399747848511,0.10569600015878677,0.10447999835014343,0.10527999699115753,0.1050880029797554,0.10515200346708298,0.1064319983124733,0.10489600151777267,0.10489600151777267,1.2622400000691414
0,2,0.10556799918413162,0.10486400127410889,0.10540799796581268,0.10489600151777267,0.10531199723482132,0.10527999699115753,0.10502400249242783,0.10527999699115753,0.10518400371074677,0.1050880029797554,0.10515200346708298,0.10547199845314026,1.2625280022621155
0,3,0.10550399869680405,0.1056319996714592,0.10480000078678131,0.10515200346708298,0.10556799918413162,0.10496000200510025,0.10540799796581268,0.10499200224876404,0.10572800040245056,0.10527999699115753,0.10486400127410889,0.10496000200510025,1.2628480046987534
0,4,0.10531199723482132,0.10547199845314026,0.10463999956846237,0.10531199723482132,0.10512000322341919,0.10534399747848511,0.1050880029797554,0.10502400249242783,0.10444799810647964,0.10543999820947647,0.1053759977221489,0.10486400127410889,1.2614399939775467
0,5,0.1050880029797554,0.10559999942779541,0.10512000322341919,0.10566399991512299,0.10559999942779541,0.10486400127410889,0.1048320010304451,0.10496000200510025,0.10556799918413162,0.10512000322341919,0.10476800054311752,0.10499200224876404,1.262176014482975
0,6,0.1048320010304451,0.10502400249242783,0.10480000078678131,0.10524799674749374,0.10512000322341919,0.10627199709415436,0.10489600151777267,0.10543999820947647,0.10623999685049057,0.10512000322341919,0.10556799918413162,0.1053759977221489,1.263935998082161
0,7,0.10480000078678131,0.10527999699115753,0.10521599650382996,0.10515200346708298,0.10515200346708298,0.10492800176143646,0.10569600015878677,0.10540799796581268,0.10556799918413162,0.10480000078678131,0.10582400113344193,0.10556799918413162,1.2633920013904572
0,8,0.10486400127410889,0.10486400127410889,0.10489600151777267,0.10496000200510025,0.1050880029797554,0.10489600151777267,0.10441599786281586,0.10553599894046783,0.10572800040245056,0.10556799918413162,0.10604800283908844,0.10476800054311752,1.2616320103406906
0,9,0.10505600273609161,0.10435199737548828,0.1050880029797554,0.10547199845314026,0.10502400249242783,0.10540799796581268,0.10476800054311752,0.10467199981212616,0.10553599894046783,0.1050880029797554,0.10527999699115753,0.10489600151777267,1.2606400027871132
0,10,0.10524799674749374,0.10486400127410889,0.10499200224876404,0.10540799796581268,0.1050880029797554,0.10524799674749374,0.1050880029797554,0.10556799918413162,0.10559999942779541,0.10460799932479858,0.1053759977221489,0.10585600137710571,1.2629439979791641
0,11,0.10486400127410889,0.10502400249242783,0.10463999956846237,0.10556799918413162,0.10556799918413162,0.10489600151777267,0.10518400371074677,0.10505600273609161,0.10524799674749374,0.10499200224876404,0.10534399747848511,0.1053759977221489,1.2617600038647652
0,12,0.10502400249242783,0.10502400249242783,0.10518400371074677,0.10585600137710571,0.1056319996714592,0.10480000078678131,0.10601600259542465,0.10521599650382996,0.10569600015878677,0.10531199723482132,0.10515200346708298,0.10534399747848511,1.2642560079693794
0,13,0.10531199723482132,0.10518400371074677,0.10463999956846237,0.10540799796581268,0.10476800054311752,0.10476800054311752,0.10524799674749374,0.10527999699115753,0.10527999699115753,0.10512000322341919,0.10524799674749374,0.10547199845314026,1.2617279887199402
0,14,0.10518400371074677,0.10502400249242783,0.10585600137710571,0.10582400113344193,0.10463999956846237,0.1053759977221489,0.10489600151777267,0.10515200346708298,0.10569600015878677,0.10480000078678131,0.1053759977221489,0.10463999956846237,1.2624640092253685
0,15,0.10473600029945374,0.10553599894046783,0.10550399869680405,0.10505600273609161,0.1056319996714592,0.10473600029945374,0.1053759977221489,0.10553599894046783,0.10489600151777267,0.10553599894046783,0.10521599650382996,0.10515200346708298,1.2629119977355003
0,16,0.10518400371074677,0.10547199845314026,0.1048320010304451,0.10518400371074677,0.10447999835014343,0.10492800176143646,0.10611200332641602,0.10512000322341919,0.10547199845314026,0.10489600151777267,0.10547199845314026,0.1043199971318245,1.2614720091223717
0,17,0.1050880029797554,0.10512000322341919,0.10502400249242783,0.10531199723482132,0.10540799796581268,0.10486400127410889,0.10534399747848511,0.10531199723482132,0.10547199845314026,0.10416000336408615,0.10550399869680405,0.10550399869680405,1.2621119990944862
0,18,0.10505600273609161,0.10534399747848511,0.10521599650382996,0.10598400235176086,0.1050880029797554,0.10524799674749374,0.10502400249242783,0.10576000064611435,0.10480000078678131,0.10547199845314026,0.10441599786281586,0.10566399991512299,1.2630719989538193
0,19,0.10521599650382996,0.10480000078678131,0.10518400371074677,0.10499200224876404,0.10534399747848511,0.10476800054311752,0.10540799796581268,0.10576000064611435,0.10502400249242783,0.1056319996714592,0.10524799674749374,0.10550399869680405,1.2628799974918365
0,20,0.10505600273609161,0.1061440035700798,0.10556799918413162,0.10524799674749374,0.10569600015878677,0.10489600151777267,0.10524799674749374,0.10476800054311752,0.10608000308275223,0.10476800054311752,0.10569600015878677,0.10422399640083313,1.2633920013904572
0,21,0.10521599650382996,0.10505600273609161,0.10524799674749374,0.10521599650382996,0.10512000322341919,0.10512000322341919,0.10473600029945374,0.10512000322341919,0.10598400235176086,0.10496000200510025,0.10559999942779541,0.10559999942779541,1.2629760056734085
0,22,0.10527999699115753,0.1053759977221489,0.10512000322341919,0.10409600287675858,0.10499200224876404,0.10489600151777267,0.1053759977221489,0.10512000322341919,0.10515200346708298,0.10515200346708298,0.1048320010304451,0.10569600015878677,1.2610880136489868
0,23,0.10499200224876404,0.10512000322341919,0.10534399747848511,0.10505600273609161,0.10492800176143646,0.10543999820947647,0.1048320010304451,0.10534399747848511,0.10572800040245056,0.10505600273609161,0.10521599650382996,0.10473600029945374,1.261792004108429
0,24,0.10460799932479858,0.10527999699115753,0.10531199723482132,0.10585600137710571,0.10505600273609161,0.10499200224876404,0.10572800040245056,0.10534399747848511,0.10559999942779541,0.10467199981212616,0.10585600137710571,0.10422399640083313,1.2625279948115349
0,25,0.10569600015878677,0.10505600273609161,0.10496000200510025,0.10512000322341919,0.10521599650382996,0.10419200360774994,0.10499200224876404,0.10512000322341919,0.10601600259542465,0.10521599650382996,0.1053759977221489,0.10451199859380722,1.2614720091223717
0,26,0.10527999699115753,0.10480000078678131,0.10505600273609161,0.1056319996714592,0.10467199981212616,0.10527999699115753,0.10512000322341919,0.10480000078678131,0.10566399991512299,0.10473600029945374,0.10489600151777267,0.10576000064611435,1.2616960033774376
0,27,0.10531199723482132,0.10496000200510025,0.10499200224876404,0.10547199845314026,0.10435199737548828,0.1050880029797554,0.10576000064611435,0.10505600273609161,0.10499200224876404,0.10518400371074677,0.10467199981212616,0.10543999820947647,1.261280007660389
0,28,0.10512000322341919,0.10518400371074677,0.10499200224876404,0.10492800176143646,0.10521599650382996,0.10559999942779541,0.10515200346708298,0.10502400249242783,0.10463999956846237,0.10527999699115753,0.10566399991512299,0.1048320010304451,1.2616320103406906
0,29,0.10512000322341919,0.10534399747848511,0.10531199723482132,0.10527999699115753,0.10553599894046783,0.10454399883747101,0.10553599894046783,0.10524799674749374,0.1056319996714592,0.10473600029945374,0.10569600015878677,0.10572800040245056,1.2637119889259338
0,30,0.10486400127410889,0.10547199845314026,0.1056319996714592,0.10489600151777267,0.10534399747848511,0.1043199971318245,0.10556799918413162,0.10550399869680405,0.10489600151777267,0.10550399869680405,0.10492800176143646,0.10540799796581268,1.2623359933495522
0,31,0.10556799918413162,0.10576000064611435,0.10502400249242783,0.10598400235176086,0.10512000322341919,0.10572800040245056,0.1056319996714592,0.10496000200510025,0.1056319996714592,0.10447999835014343,0.10512000322341919,0.10601600259542465,1.2650240138173103
0,32,0.10527999699115753,0.10512000322341919,0.10480000078678131,0.10527999699115753,0.10566399991512299,0.10486400127410889,0.10566399991512299,0.10611200332641602,0.10499200224876404,0.10521599650382996,0.10512000322341919,0.10527999699115753,1.2633920013904572
0,33,0.10476800054311752,0.10550399869680405,0.10543999820947647,0.10524799674749374,0.10396800190210342,0.10502400249242783,0.10550399869680405,0.10496000200510025,0.10556799918413162,0.10505600273609161,0.10524799674749374,0.10454399883747101,1.2608319967985153
0,34,0.1050880029797554,0.10515200346708298,0.10512000322341919,0.10515200346708298,0.10601600259542465,0.10480000078678131,0.10547199845314026,0.10463999956846237,0.10531199723482132,0.10470400005578995,0.10518400371074677,0.10486400127410889,1.261504016816616
0,35,0.10473600029945374,0.1056319996714592,0.1043199971318245,0.10505600273609161,0.10531199723482132,0.10499200224876404,0.10572800040245056,0.10512000322341919,0.10572800040245056,0.10489600151777267,0.10534399747848511,0.10521599650382996,1.2620799988508224
0,36,0.10524799674749374,0.10559999942779541,0.1050880029797554,0.10547199845314026,0.10527999699115753,0.1037760004401207,0.10492800176143646,0.10553599894046783,0.1042879968881607,0.10463999956846237,0.10531199723482132,0.10463999956846237,1.259807989001274
0,37,0.10559999942779541,0.10524799674749374,0.10473600029945374,0.10531199723482132,0.10524799674749374,0.10486400127410889,0.10416000336408615,0.10521599650382996,0.10550399869680405,0.10454399883747101,0.10543999820947647,0.10540799796581268,1.2612799853086472
0,38,0.10531199723482132,0.10486400127410889,0.10502400249242783,0.10518400371074677,0.10515200346708298,0.10470400005578995,0.10592000186443329,0.10444799810647964,0.10512000322341919,0.10559999942779541,0.10518400371074677,0.10543999820947647,1.2619520127773285
