epoch,step,encoder_0_activation,encoder_1_activation,encoder_2_activation,encoder_3_activation,encoder_4_activation,encoder_5_activation,encoder_6_activation,encoder_7_activation,encoder_8_activation,encoder_9_activation,encoder_10_activation,encoder_11_activation,total_time
0,0,17.037151336669922,0.10688000172376633,0.10652799904346466,0.10662399977445602,0.1072319969534874,0.10688000172376633,0.10675200074911118,0.1064319983124733,0.1074879989027977,0.10755199939012527,0.10649599879980087,0.10630399733781815,18.21231932938099
0,1,0.10688000172376633,0.10608000308275223,0.10576000064611435,0.1061440035700798,0.10627199709415436,0.10633599758148193,0.10652799904346466,0.10604800283908844,0.10665600001811981,0.10688000172376633,0.10569600015878677,0.10729599744081497,1.27657600492239
0,2,0.1066880002617836,0.10639999806880951,0.10585600137710571,0.10601600259542465,0.10704000294208527,0.1064319983124733,0.10652799904346466,0.10595200210809708,0.10620799660682678,0.10707200318574905,0.106175996363163,0.10652799904346466,1.2768959999084473
0,3,0.10675200074911118,0.10608000308275223,0.10633599758148193,0.106175996363163,0.10649599879980087,0.1056319996714592,0.10639999806880951,0.10595200210809708,0.10566399991512299,0.10655999928712845,0.10601600259542465,0.10688000172376633,1.2749439999461174
0,4,0.10576000064611435,0.10611200332641602,0.10627199709415436,0.1066880002617836,0.10630399733781815,0.10691200196743011,0.1056319996714592,0.10582400113344193,0.10553599894046783,0.10623999685049057,0.10572800040245056,0.10623999685049057,1.2732479944825172
0,5,0.1061440035700798,0.10595200210809708,0.10556799918413162,0.10553599894046783,0.10582400113344193,0.10592000186443329,0.10611200332641602,0.10595200210809708,0.10623999685049057,0.10598400235176086,0.10585600137710571,0.10611200332641602,1.2712000161409378
0,6,0.10611200332641602,0.10630399733781815,0.1072319969534874,0.10627199709415436,0.10627199709415436,0.10655999928712845,0.10662399977445602,0.10655999928712845,0.10646399855613708,0.10684800148010254,0.1064319983124733,0.10630399733781815,1.2779839858412743
0,7,0.10649599879980087,0.10649599879980087,0.10646399855613708,0.10620799660682678,0.10659199953079224,0.10633599758148193,0.10719999670982361,0.1061440035700798,0.1058880016207695,0.10566399991512299,0.10620799660682678,0.1069440022110939,1.2766399905085564
0,8,0.1058880016207695,0.1061440035700798,0.10697600245475769,0.10595200210809708,0.10678400099277496,0.10726399719715118,0.10646399855613708,0.10592000186443329,0.10649599879980087,0.10652799904346466,0.1066880002617836,0.10623999685049057,1.2773440033197403
0,9,0.10646399855613708,0.10566399991512299,0.10620799660682678,0.10582400113344193,0.10652799904346466,0.10675200074911118,0.10649599879980087,0.10585600137710571,0.1058880016207695,0.10611200332641602,0.10623999685049057,0.10620799660682678,1.274239994585514
0,10,0.10608000308275223,0.10620799660682678,0.10585600137710571,0.10630399733781815,0.10649599879980087,0.1064319983124733,0.10630399733781815,0.10655999928712845,0.1056319996714592,0.10604800283908844,0.106175996363163,0.10646399855613708,1.2745599895715714
0,11,0.1058880016207695,0.10595200210809708,0.1066880002617836,0.10608000308275223,0.10630399733781815,0.10684800148010254,0.10662399977445602,0.10655999928712845,0.10611200332641602,0.1061440035700798,0.10556799918413162,0.10608000308275223,1.2748480141162872
