epoch,step,train_loss,train_acc,val_loss,val_acc
0,3374,0.9034201783041159,0.6837592592592593,0.45760129392147064,0.8545
1,6749,0.29762823728430604,0.908425925925926,0.25122879205644133,0.9235
2,10124,0.20841303058237665,0.9350740740740741,0.21637717131401102,0.9348333333333333
