epoch,activation1,activation2,total_time
0,0.02691200003027916,0.023904000408947468,0.05081600043922663
1,0.026703999377787113,0.024288000538945198,0.05099199991673231
2,0.026016000658273697,0.023856000043451786,0.04987200070172548
3,0.026176000013947487,0.024575999937951565,0.05075199995189905
4,0.02684800047427416,0.024272000417113304,0.05112000089138746
5,0.025631999596953392,0.027680001221597195,0.05331200081855059
6,0.02599999960511923,0.024128000251948833,0.05012799985706806
7,0.02518399991095066,0.023792000487446785,0.048976000398397446
8,0.02598400041460991,0.024063999764621258,0.05004800017923117
9,0.026688000187277794,0.024272000417113304,0.0509600006043911
10,0.02574400044977665,0.023664000444114208,0.04940800089389086
11,0.030127999372780323,0.023936000652611256,0.05406400002539158
12,0.029504000209271908,0.02356800064444542,0.05307200085371733
13,0.025775999762117863,0.023887999355793,0.04966399911791086
14,0.025776000693440437,0.023120000027120113,0.04889600072056055
15,0.026480000466108322,0.023599999956786633,0.050080000422894955
16,0.02676799986511469,0.023839999921619892,0.05060799978673458
17,0.02595200017094612,0.024431999772787094,0.050383999943733215
18,0.025760000571608543,0.023535999469459057,0.0492960000410676
19,0.02672000043094158,0.023823999799787998,0.05054400023072958
20,0.025631999596953392,0.027328000403940678,0.05296000000089407
21,0.026112000457942486,0.023599999956786633,0.04971200041472912
22,0.025359999388456345,0.02358399983495474,0.04894399922341108
23,0.02556800004094839,0.02310399990528822,0.04867199994623661
24,0.02595200017094612,0.02369599975645542,0.04964799992740154
25,0.025632000528275967,0.02374399919062853,0.049375999718904495
26,0.02550400048494339,0.023760000243782997,0.04926400072872639
27,0.02687999978661537,0.024335999973118305,0.05121599975973368
28,0.0261439997702837,0.023535999469459057,0.049679999239742756
29,0.02542399987578392,0.024224000051617622,0.04964799992740154
30,0.0266080005094409,0.023984000086784363,0.05059200059622526
31,0.026352000422775745,0.02475199941545725,0.051103999838232994
32,0.026271999813616276,0.024240000173449516,0.05051199998706579
33,0.026719999499619007,0.023599999956786633,0.05031999945640564
34,0.02900799922645092,0.02355199959129095,0.05255999881774187
35,0.02657600026577711,0.027263999916613102,0.05384000018239021
36,0.026607999578118324,0.024815999902784824,0.05142399948090315
37,0.02628799993544817,0.024143999442458153,0.05043199937790632
38,0.026255999691784382,0.027711999602615833,0.053967999294400215
39,0.02635199949145317,0.02404800057411194,0.05040000006556511
40,0.02628799993544817,0.024128000251948833,0.050416000187397
41,0.025791999883949757,0.024000000208616257,0.04979200009256601
42,0.025968000292778015,0.02334399987012148,0.049312000162899494
43,0.026015999726951122,0.024047999642789364,0.050063999369740486
44,0.02636800054460764,0.024288000538945198,0.05065600108355284
45,0.02643200010061264,0.0243520000949502,0.05078400019556284
46,0.026959999464452267,0.023904000408947468,0.050863999873399734
47,0.026080000214278698,0.02342400047928095,0.04950400069355965
48,0.026176000013947487,0.02393599972128868,0.05011199973523617
49,0.026703999377787113,0.023856000043451786,0.0505599994212389
50,0.02560000028461218,0.02431999985128641,0.04992000013589859
51,0.025679999962449074,0.025008000433444977,0.05068800039589405
52,0.02687999978661537,0.0243520000949502,0.05123199988156557
53,0.026176000013947487,0.02379199955612421,0.0499679995700717
54,0.027615999802947044,0.02331199962645769,0.050927999429404736
55,0.025551999919116497,0.023599999956786633,0.04915199987590313
56,0.02584000024944544,0.02393599972128868,0.04977599997073412
57,0.02859200071543455,0.023663999512791634,0.052256000228226185
58,0.026783999986946583,0.02497600018978119,0.05176000017672777
59,0.02700799982994795,0.02387200016528368,0.05087999999523163
60,0.025839999318122864,0.02419200073927641,0.05003200005739927
61,0.025584000162780285,0.023823999799787998,0.04940799996256828
62,0.0306560005992651,0.02355199959129095,0.05420800019055605
63,0.026271999813616276,0.023664000444114208,0.049936000257730484
64,0.026703999377787113,0.027439999394118786,0.0541439987719059
65,0.02598400041460991,0.024063999764621258,0.05004800017923117
66,0.025743999518454075,0.023760000243782997,0.04950399976223707
67,0.02676799986511469,0.023408000357449055,0.050176000222563744
68,0.0261439997702837,0.023679999634623528,0.04982399940490723
69,0.026511999778449535,0.023648000322282314,0.05016000010073185
70,0.02532800007611513,0.02369599975645542,0.04902399983257055
71,0.02560000028461218,0.023375999182462692,0.04897599946707487
72,0.026751999743282795,0.023600000888109207,0.050352000631392
73,0.02875200007110834,0.02377600036561489,0.05252800043672323
74,0.02584000024944544,0.023696000687777996,0.049536000937223434
75,0.025647999718785286,0.023376000113785267,0.04902399983257055
76,0.025455999188125134,0.022960000671446323,0.04841599985957146
77,0.02627200074493885,0.02961600013077259,0.05588800087571144
78,0.027280000038444996,0.02396799996495247,0.051248000003397465
79,0.026448000222444534,0.023648000322282314,0.05009600054472685
80,0.026480000466108322,0.023760000243782997,0.05024000070989132
81,0.026064000092446804,0.02379199955612421,0.049855999648571014
82,0.026655999943614006,0.023168000392615795,0.0498240003362298
83,0.025696000084280968,0.02403199952095747,0.04972799960523844
84,0.026623999699950218,0.024128000251948833,0.05075199995189905
85,0.026064000092446804,0.023951999843120575,0.05001599993556738
86,0.02691200003027916,0.02817599941045046,0.05508799944072962
87,0.026655999943614006,0.024191999807953835,0.05084799975156784
88,0.026544000022113323,0.023903999477624893,0.050447999499738216
89,0.026016000658273697,0.02696000039577484,0.05297600105404854
90,0.025311999954283237,0.02363200020045042,0.04894400015473366
91,0.025855999439954758,0.024191999807953835,0.05004799924790859
92,0.02599999960511923,0.023679999634623528,0.049679999239742756
93,0.026127999648451805,0.023807999677956104,0.04993599932640791
94,0.026640000753104687,0.0243520000949502,0.050992000848054886
95,0.026592000387609005,0.024288000538945198,0.0508800009265542
96,0.02638399973511696,0.027871999889612198,0.054255999624729156
97,0.025200000032782555,0.02470399998128414,0.049904000014066696
98,0.0266720000654459,0.023903999477624893,0.05057599954307079
99,0.025968000292778015,0.02372800000011921,0.049696000292897224
100,0.026367999613285065,0.02416000049561262,0.050528000108897686
101,0.025711999274790287,0.023696000687777996,0.04940799996256828
102,0.02595200017094612,0.02431999985128641,0.05027200002223253
103,0.026544000022113323,0.023839999921619892,0.050383999943733215
104,0.026655999943614006,0.02396799996495247,0.050623999908566475
105,0.02676799986511469,0.023984000086784363,0.05075199995189905
106,0.025200000032782555,0.02407999988645315,0.049279999919235706
107,0.025503999553620815,0.023711999878287315,0.04921599943190813
108,0.02536000031977892,0.023567999713122845,0.048928000032901764
109,0.026159999892115593,0.02464000042527914,0.05080000031739473
110,0.027312000282108784,0.02440000046044588,0.051712000742554665
111,0.026688000187277794,0.045407998375594616,0.07209599856287241
112,0.026240000501275063,0.02372800000011921,0.04996800050139427
113,0.025311999954283237,0.023359999991953373,0.04867199994623661
114,0.026064000092446804,0.023887999355793,0.0499519994482398
115,0.026096000336110592,0.0244799992069602,0.05057599954307079
116,0.025647999718785286,0.02300800010561943,0.048655999824404716
117,0.026016000658273697,0.02395200077444315,0.049968001432716846
118,0.02649599965661764,0.02353600040078163,0.05003200005739927
119,0.025439999997615814,0.023839999921619892,0.049279999919235706
120,0.026479999534785748,0.02342400047928095,0.049904000014066696
121,0.026384000666439533,0.02369599975645542,0.050080000422894955
122,0.026160000823438168,0.024287999607622623,0.05044800043106079
123,0.02612800057977438,0.026320000179111958,0.05244800075888634
124,0.02622400037944317,0.023903999477624893,0.05012799985706806
125,0.02588800061494112,0.023359999991953373,0.04924800060689449
126,0.025936000049114227,0.02404800057411194,0.049984000623226166
127,0.026880000717937946,0.02356800064444542,0.050448001362383366
128,0.025151999667286873,0.023744000121951103,0.048895999789237976
129,0.026159999892115593,0.023999999277293682,0.050159999169409275
130,0.025551999919116497,0.023215999826788902,0.0487679997459054
131,0.0261439997702837,0.023567999713122845,0.049711999483406544
132,0.026751999743282795,0.022880000062286854,0.04963199980556965
133,0.025616000406444073,0.024144000373780727,0.0497600007802248
134,0.02571200020611286,0.02396799996495247,0.04968000017106533
135,0.02619200013577938,0.02348800003528595,0.04968000017106533
136,0.02622400037944317,0.02409599907696247,0.05031999945640564
137,0.02555200085043907,0.02307199966162443,0.0486240005120635
138,0.026271999813616276,0.023904000408947468,0.050176000222563744
139,0.026096000336110592,0.02396799996495247,0.05006400030106306
140,0.025311999954283237,0.024480000138282776,0.04979200009256601
141,0.025824000127613544,0.027104000560939312,0.052928000688552856
142,0.02636800054460764,0.02372800000011921,0.05009600054472685
143,0.02652799990028143,0.024607999250292778,0.05113599915057421
144,0.026112000457942486,0.025023999623954296,0.05113600008189678
145,0.02556800004094839,0.023744000121951103,0.049312000162899494
146,0.026176000013947487,0.022991999983787537,0.049167999997735023
147,0.025200000032782555,0.024144000373780727,0.04934400040656328
148,0.029551999643445015,0.028239999897778034,0.05779199954122305
149,0.02590399980545044,0.02425600029528141,0.05016000010073185
150,0.02590399980545044,0.024143999442458153,0.05004799924790859
151,0.026016000658273697,0.023599999956786633,0.04961600061506033
152,0.02590399980545044,0.02396799996495247,0.04987199977040291
153,0.02571200020611286,0.024096000008285046,0.04980800021439791
154,0.03024000022560358,0.02411200013011694,0.05435200035572052
155,0.026256000623106956,0.02409599907696247,0.05035199970006943
156,0.02622400037944317,0.024080000817775726,0.050304001197218895
157,0.0267359996214509,0.023663999512791634,0.050399999134242535
158,0.026544000022113323,0.024608000181615353,0.051152000203728676
159,0.0324480002745986,0.023919999599456787,0.056367999874055386
160,0.026655999943614006,0.024960000067949295,0.0516160000115633
161,0.026448000222444534,0.023807999677956104,0.05025599990040064
162,0.02891199942678213,0.02798399981111288,0.05689599923789501
163,0.027808000333607197,0.023584000766277313,0.05139200109988451
164,0.02633600030094385,0.023823999799787998,0.05016000010073185
165,0.026607999578118324,0.02451199945062399,0.05111999902874231
166,0.026096000336110592,0.025696000084280968,0.05179200042039156
167,0.026208000257611275,0.024096000008285046,0.05030400026589632
168,0.025743999518454075,0.023696000687777996,0.04944000020623207
169,0.025791999883949757,0.024047999642789364,0.04983999952673912
170,0.025647999718785286,0.023471999913454056,0.04911999963223934
171,0.026159999892115593,0.02459200005978346,0.05075199995189905
172,0.026415999978780746,0.023984000086784363,0.05040000006556511
173,0.026064000092446804,0.02324800007045269,0.049312000162899494
174,0.02691200003027916,0.024560000747442245,0.051472000777721405
175,0.026112000457942486,0.024335999973118305,0.05044800043106079
176,0.026223999448120594,0.023759999312460423,0.04998399876058102
177,0.026271999813616276,0.02379199955612421,0.050063999369740486
178,0.026976000517606735,0.02407999988645315,0.05105600040405989
179,0.03187200054526329,0.024000000208616257,0.05587200075387955
180,0.03108800109475851,0.023711999878287315,0.054800000973045826
181,0.026064000092446804,0.024064000695943832,0.050128000788390636
182,0.025520000606775284,0.02393599972128868,0.049456000328063965
183,0.02675200067460537,0.02334399987012148,0.05009600054472685
184,0.02590399980545044,0.024575999937951565,0.050479999743402004
185,0.025535999797284603,0.024047999642789364,0.04958399944007397
186,0.025824000127613544,0.024351999163627625,0.05017599929124117
187,0.025439999997615814,0.024047999642789364,0.04948799964040518
188,0.025920000858604908,0.024224000051617622,0.05014400091022253
189,0.02590399980545044,0.023471999913454056,0.049375999718904495
