epoch,main_activation,layer1_block0_activation1,layer1_block0_activation2,layer1_block1_activation1,layer1_block1_activation2,layer2_block0_activation1,layer2_block0_activation2,layer2_block1_activation1,layer2_block1_activation2,layer3_block0_activation1,layer3_block0_activation2,layer3_block1_activation1,layer3_block1_activation2,layer4_block0_activation1,layer4_block0_activation2,layer4_block1_activation1,layer4_block1_activation2,total_time
1,0.040634349166871385,0.03268643412342731,0.031184680866909786,0.028216714913302913,0.029223829741649172,0.02931261277817031,0.027898621257949383,0.027432374446157447,0.026928068059397504,0.026067676619091568,0.02613194891588485,0.024152034027700095,0.02299492764980235,0.021226417043424668,0.022209021291556826,0.020238434053719678,0.022516425542454137,0.4590545704974694
2,0.04603485968756549,0.03910781280632983,0.03873770212001623,0.03668391496894208,0.03652554893509505,0.033695727586746216,0.03549569366856458,0.031320578834794936,0.03341351481986807,0.028819608541720724,0.02685794043453767,0.02482743826397556,0.023711795760120485,0.02227513189130324,0.023536476577097114,0.02341794044453096,0.02678869787028971,0.531250383211498
3,0.04096919149953,0.03185647665423916,0.030469106427056993,0.030545906326238145,0.02998638289009637,0.029321123413900113,0.0289960851100214,0.0297391659203679,0.028943455322308742,0.02668650216680575,0.026897429793756058,0.025217429748637245,0.02633981276699837,0.02538301278143487,0.025133412774216303,0.023360136225621435,0.02631993194388107,0.4861645617651099
4,0.03700268931607617,0.02987724263617333,0.027255625563099028,0.026010485128202337,0.025563846853502253,0.026890757450080932,0.025465463842958846,0.025755778763522492,0.025544578728682182,0.023855659583623106,0.025056680862573868,0.023563982966415424,0.023842110651287628,0.021637582940425962,0.022490008491428293,0.020242723452046196,0.020701480809440637,0.4307566980395387
5,0.03640830640066811,0.02923989787380746,0.027304646784954884,0.02662903831162034,0.02622188938028635,0.026254229790511282,0.0259458041611187,0.024814093640034503,0.024174774493625824,0.024062638202721767,0.025066008525801466,0.021805821279896068,0.0249452936621581,0.022423897885737266,0.023575897842764537,0.02233504676359131,0.022084289377040052,0.43329157437633803
6,0.04043533622901491,0.03145538725830773,0.028711897923432764,0.02824987236489641,0.028239455315819447,0.027350944676931867,0.027361974457001434,0.026766706436396913,0.02636275745214934,0.02461378730912792,0.024479114894378692,0.022477480890031192,0.023527080811401632,0.02158903834370381,0.02335291921676315,0.021698314898667182,0.023545463791394487,0.45021753226941885
7,0.03719557460714528,0.0302368681164498,0.030262127665287637,0.026860527678373013,0.027694774466626187,0.026463455354121136,0.025576442511791878,0.026467199964409178,0.024480816963663762,0.024765480829878374,0.02594192338948871,0.02495632346600611,0.023419165956054595,0.022820561696240242,0.02343584685289162,0.022540868137111054,0.023946553247762806,0.4470645109033014
8,0.03639176158987461,0.02840442550467684,0.02666743832858319,0.0248546723078223,0.025180051067566617,0.025710570158318003,0.02519611915216801,0.024342740406381323,0.02423257877297224,0.023312204245953483,0.024373719151666823,0.023028289375113364,0.024234008464090368,0.021254059615881837,0.022284527624303357,0.02135346388800981,0.022379710580757325,0.4232003402341395
9,0.03982692757581777,0.030511931952168333,0.03081497874586506,0.028948357455590937,0.028248238254417763,0.027735217014684323,0.02908575314869906,0.02662563401254568,0.02732037444143219,0.02818185535675668,0.027650042555909207,0.02582066394983137,0.02625279996068554,0.02547472344235854,0.027733446786457554,0.02552095314963384,0.027490110656722112,0.48324200845957593
10,0.03869834893799209,0.030705293632568197,0.028571778710218185,0.0288795915412459,0.027688714846017513,0.028022059576308475,0.02771615320222175,0.026963063864473332,0.027733583007245623,0.026185395758836827,0.02717691911582617,0.023121021240157014,0.02335182983586763,0.022756970230925908,0.023297157495262774,0.022513225534930827,0.024405106398812,0.4577862129289102
11,0.0357911149594695,0.029197004370074324,0.026256476544794884,0.026407897904356742,0.026743148960807223,0.02613358293917585,0.025933140444945782,0.025469276586428603,0.02601470640127329,0.025127012789883513,0.024578451121503368,0.022977157483035898,0.024990842550834443,0.02304674046153718,0.024986348941208835,0.023402076579154805,0.023534025498566792,0.440589004537051
12,0.036831455376554044,0.028672204269690717,0.026251574482848036,0.024332255315273367,0.025994825513756023,0.025405616986941784,0.0261754553685797,0.026466791537847926,0.026118059650539083,0.024367727646406028,0.02687584683695372,0.025979710695274334,0.026206570142444145,0.025541038343563992,0.028491506369863737,0.02668180427949955,0.029085753251739004,0.4594781960677752
13,0.03907608517069132,0.02976946382922061,0.027395336183303216,0.025781514872103294,0.024795302070994327,0.02588023833058616,0.025931574519168825,0.02495421279380296,0.024771404218800523,0.024240136164379245,0.025657668083589127,0.023459131958240523,0.026036561732279494,0.02303121703022972,0.024718093679861185,0.02334563403112933,0.024767455304081136,0.443611029972461
14,0.06261726079627554,0.03305838306216483,0.031050621226746986,0.02976959996480257,0.027986383010098273,0.02831169364458703,0.02763955741328128,0.028657906395482255,0.02649593190785418,0.02470066383124349,0.028550263839040666,0.025405957470548912,0.02676983831172928,0.027202110643439154,0.026540595825087835,0.025329293592020553,0.025697770247117002,0.5057838311815198
