epoch,train_loss,train_acc,val_loss,val_acc
1,1.579901951904297,0.44156,1.2578831045150758,0.5489
2,1.162959861869812,0.5827,1.1068676239013673,0.611
3,1.0031994606018066,0.64302,0.9188124576568604,0.6792
4,0.8848949129867554,0.68916,0.8857629649162293,0.6861
5,0.8042255730056763,0.71744,0.8431703372478485,0.7125
6,0.7400132967758178,0.73958,0.7389517272949219,0.7423
7,0.6932253554344178,0.75714,0.6824234894752502,0.7659
8,0.6507549600601197,0.77172,0.6245767202377319,0.7857
9,0.6251819427490234,0.78254,0.6371771050930023,0.7793
10,0.5907150739097595,0.79604,0.6248338870048523,0.7865
11,0.563187920589447,0.80306,0.6793315021038056,0.769
12,0.5437195109176636,0.80968,0.6164578873634339,0.7888
13,0.5226846109104156,0.81758,0.5468920572042465,0.8171
14,0.5094608478164673,0.82314,0.5910727839946747,0.7974
15,0.4898791867351532,0.83056,0.5508844058513641,0.8113
16,0.47857688125610354,0.83328,0.5373979147434235,0.8196
17,0.4592165732955933,0.83954,0.5219292098283768,0.8211
18,0.4433578309059143,0.8469,0.4976997646331787,0.8316
19,0.43189391852378844,0.85002,0.5476487280845642,0.8194
20,0.4212112753868103,0.8537,0.4788000424385071,0.838
21,0.4131512540912628,0.85642,0.4857209146976471,0.8353
22,0.39788796150207517,0.86136,0.49008232402801516,0.831
23,0.3914626962661743,0.8642,0.5143840918540955,0.8297
24,0.3811349983406067,0.86836,0.4408871473312378,0.8489
25,0.3708126375579834,0.87102,0.5786090812683106,0.8147
26,0.3628218800163269,0.874,0.4344072266578674,0.8533
27,0.3503946518802643,0.8783,0.43794976215362547,0.8507
28,0.34687354124069214,0.87908,0.438985720038414,0.8538
29,0.3356362929058075,0.88244,0.4496642930984497,0.8509
30,0.3262897596549988,0.88754,0.5000788253307342,0.8334
31,0.31981222099781037,0.88834,0.416080797290802,0.867
32,0.31748938093185425,0.88948,0.4292702050209045,0.8574
33,0.304006259727478,0.8936,0.4666754209518433,0.845
34,0.294429428319931,0.89742,0.42257174100875855,0.8625
35,0.2925522723197937,0.89696,0.4187524910449982,0.8656
36,0.2853348495388031,0.89894,0.406289643907547,0.8677
37,0.2733527835083008,0.9036,0.3912179226398468,0.8706
38,0.2688066188621521,0.90498,0.3914041021823883,0.8721
39,0.26636480068206786,0.90626,0.4153881495952606,0.8645
40,0.2579395567035675,0.9085,0.39311783876419065,0.8717
41,0.25021510733127594,0.91286,0.4026718579292297,0.8723
42,0.23832605109214783,0.91568,0.39811179366111754,0.8741
43,0.23821177278041838,0.9173,0.40853704013824466,0.8689
44,0.2282767192363739,0.9201,0.388634589099884,0.8771
45,0.2239722795724869,0.92082,0.4060291127681732,0.8728
46,0.21342480387687682,0.92478,0.3781267463684082,0.8814
47,0.20734175104618072,0.92812,0.4060850540161133,0.8743
48,0.20065208362579345,0.92828,0.42793537912368773,0.8709
49,0.19316379250526428,0.93156,0.42240364656448365,0.8682
50,0.18608770834922791,0.93394,0.3765493762969971,0.882
51,0.17936345151424407,0.93638,0.39393926029205323,0.8815
52,0.1765721055316925,0.93748,0.3970184980273247,0.883
53,0.16682253286361695,0.94082,0.3798954010009766,0.8875
54,0.16300094958305358,0.9433,0.39866538248062133,0.8845
55,0.1527063291335106,0.94554,0.3898849274635315,0.8903
56,0.15066257071971895,0.94626,0.3660764051437378,0.8906
57,0.14096785385131835,0.94984,0.37245829238891603,0.8926
58,0.1366208770084381,0.95166,0.38695043878555296,0.8924
59,0.1258097254538536,0.95548,0.38511373646259306,0.8941
60,0.12170054865121842,0.95678,0.4158978172302246,0.8827
61,0.11707359457015991,0.95816,0.38243881635665894,0.8947
62,0.10619462965250015,0.96274,0.3710827062368393,0.8965
63,0.10416052884101867,0.96418,0.364933330476284,0.8982
64,0.0922220580971241,0.96652,0.40427706966400145,0.892
65,0.08954011949419975,0.96712,0.3807161636352539,0.8957
66,0.0808189821100235,0.97142,0.37054087176322936,0.9046
67,0.0765533691573143,0.9726,0.36864369287490845,0.9012
68,0.07077232622623443,0.97542,0.37138409938812256,0.9026
69,0.06465893908977509,0.97744,0.36764212784767153,0.9063
70,0.059165336310863494,0.97914,0.3851284432411194,0.902
71,0.05562712728977203,0.9807,0.3663625552177429,0.9102
72,0.049657485677003864,0.98306,0.39664370212554934,0.9044
73,0.04614724851608276,0.98442,0.36489878993034364,0.9127
74,0.04187795540690422,0.98588,0.38265416548252107,0.9083
75,0.0388832811921835,0.98642,0.3780779557704926,0.91
76,0.03459930869102478,0.9887,0.3753520712852478,0.912
77,0.03255318231165409,0.9885,0.3848739196538925,0.9128
78,0.029151615368276835,0.9906,0.38609057285785675,0.9117
79,0.027691143952310086,0.99102,0.3911747918128967,0.9116
80,0.023923508083820343,0.99226,0.39418410172462465,0.9132
81,0.024377171844616533,0.99234,0.39006149754524233,0.9155
82,0.02118117647767067,0.99388,0.39025510444641115,0.917
83,0.020622638201266526,0.99382,0.39108236277103425,0.9168
84,0.01955063754349947,0.99358,0.39173141808509826,0.916
85,0.020079355056881906,0.99388,0.39297174935340884,0.9166
86,0.018643151106238365,0.99452,0.38961535425186156,0.9159
87,0.0174534203851223,0.99478,0.3903934546947479,0.9165
88,0.017383841298520566,0.99508,0.39228259716033936,0.9162
89,0.01795227265894413,0.99486,0.39203743252754214,0.9185
90,0.01719103873051703,0.99486,0.3940550922393799,0.9174
