epoch,activation1,activation2,total_time
0,0.02691200003027916,0.023264000192284584,0.050176000222563744
1,0.025151999667286873,0.027183999307453632,0.052335998974740505
2,0.02518399991095066,0.0226239999756217,0.04780799988657236
3,0.027487999759614468,0.022784000262618065,0.05027200002223253
4,0.025407999753952026,0.023471999913454056,0.04887999966740608
5,0.025503999553620815,0.022752000018954277,0.04825599957257509
6,0.026271999813616276,0.0226879995316267,0.04895999934524298
7,0.02542399987578392,0.023231999948620796,0.048655999824404716
8,0.025695999152958393,0.023504000157117844,0.04919999931007624
9,0.025887999683618546,0.022671999409794807,0.04855999909341335
10,0.02483200002461672,0.02252800017595291,0.04736000020056963
11,0.02551999967545271,0.022559999488294125,0.048079999163746834
12,0.026832000352442265,0.022896000184118748,0.04972800053656101
13,0.02513599954545498,0.02324800007045269,0.04838399961590767
14,0.025296000763773918,0.023327999748289585,0.0486240005120635
15,0.025503999553620815,0.022896000184118748,0.04839999973773956
16,0.02598400041460991,0.022064000368118286,0.048048000782728195
17,0.026335999369621277,0.02393599972128868,0.05027199909090996
18,0.024831999093294144,0.023231999948620796,0.04806399904191494
19,0.025311999954283237,0.023151999339461327,0.048463999293744564
20,0.026112000457942486,0.023295999504625797,0.04940799996256828
21,0.028927999548614025,0.022991999983787537,0.05191999953240156
22,0.025760000571608543,0.02304000034928322,0.04880000092089176
23,0.025471999309957027,0.023391999304294586,0.048863998614251614
24,0.026223999448120594,0.023231999948620796,0.04945599939674139
25,0.027103999629616737,0.023359999991953373,0.05046399962157011
26,0.030832000076770782,0.022960000671446323,0.053792000748217106
27,0.02532800007611513,0.022640000097453594,0.047968000173568726
28,0.025551999919116497,0.022815999574959278,0.048367999494075775
29,0.02575999964028597,0.022640000097453594,0.04839999973773956
30,0.02483200002461672,0.02254399936646223,0.04737599939107895
31,0.025008000433444977,0.022640000097453594,0.04764800053089857
32,0.025856000371277332,0.02300800010561943,0.04886400047689676
33,0.02566399984061718,0.022703999653458595,0.048367999494075775
34,0.026096000336110592,0.022463999688625336,0.04856000002473593
35,0.025584000162780285,0.02276800014078617,0.048352000303566456
36,0.025456000119447708,0.022591999731957912,0.04804799985140562
37,0.02868800051510334,0.022816000506281853,0.05150400102138519
38,0.025295999832451344,0.022880000062286854,0.0481759998947382
39,0.025968000292778015,0.02334399987012148,0.049312000162899494
40,0.02571200020611286,0.02310399990528822,0.04881600011140108
41,0.025472000241279602,0.022752000018954277,0.04822400026023388
42,0.029423999600112438,0.022591999731957912,0.05201599933207035
43,0.025919999927282333,0.022943999618291855,0.04886399954557419
44,0.02659199945628643,0.02332800067961216,0.04992000013589859
45,0.025376000441610813,0.022911999374628067,0.04828799981623888
46,0.025136000476777554,0.022847999818623066,0.04798400029540062
47,0.02502400055527687,0.02355199959129095,0.04857600014656782
48,0.024752000346779823,0.022799999453127384,0.04755199979990721
49,0.025152000598609447,0.02284800074994564,0.04800000134855509
50,0.02584000024944544,0.022815999574959278,0.048655999824404716
51,0.025728000327944756,0.022991999983787537,0.04872000031173229
52,0.02526400052011013,0.02304000034928322,0.04830400086939335
53,0.025696000084280968,0.02318400051444769,0.04888000059872866
54,0.02584000024944544,0.025088000111281872,0.05092800036072731
55,0.02587199956178665,0.023200000636279583,0.049072000198066235
56,0.02584000024944544,0.02304000034928322,0.04888000059872866
57,0.026256000623106956,0.02294400054961443,0.049200001172721386
58,0.02588800061494112,0.0226239999756217,0.04851200059056282
59,0.0254080006852746,0.023439999669790268,0.04884800035506487
60,0.02560000028461218,0.02286399994045496,0.04846400022506714
61,0.024927999824285507,0.022816000506281853,0.04774400033056736
62,0.025824000127613544,0.02238400001078844,0.048208000138401985
63,0.02542399987578392,0.022512000054121017,0.04793599992990494
64,0.025376000441610813,0.02239999920129776,0.04777599964290857
65,0.025232000276446342,0.022351999767124653,0.047584000043570995
66,0.02584000024944544,0.02232000045478344,0.04816000070422888
67,0.026223999448120594,0.02287999913096428,0.04910399857908487
68,0.02588800061494112,0.023599999956786633,0.04948800057172775
69,0.025664000771939754,0.022752000018954277,0.04841600079089403
70,0.026064000092446804,0.022975999861955643,0.04903999995440245
71,0.025488000363111496,0.023024000227451324,0.04851200059056282
72,0.025919999927282333,0.024047999642789364,0.0499679995700717
73,0.02550400048494339,0.022720000706613064,0.048224001191556454
74,0.025136000476777554,0.022847999818623066,0.04798400029540062
75,0.025904000736773014,0.02241600025445223,0.04832000099122524
76,0.02635199949145317,0.023839999921619892,0.05019199941307306
77,0.02521600015461445,0.02276800014078617,0.04798400029540062
78,0.026544000022113323,0.02310399990528822,0.04964799992740154
79,0.026240000501275063,0.022576000541448593,0.048816001042723656
80,0.02587199956178665,0.02659199945628643,0.05246399901807308
