epoch,step,train_loss,train_acc,val_loss,val_acc
0,3374,2.333374940165767,0.10385185185185185,2.3156456050872802,0.10183333333333333
1,6749,2.3150390057740386,0.10107407407407408,2.326735034942627,0.10366666666666667
2,10124,2.3115469611132586,0.10487037037037036,2.3224304383595786,0.10233333333333333
