epoch,step,train_loss,train_acc,val_loss,val_acc
0,3374,0.9406230340666241,0.6712407407407407,0.4439442954560121,0.866
1,6749,0.29779822509570253,0.9081481481481481,0.2653200369849801,0.9173333333333333
2,10124,0.19908150122673424,0.9383518518518519,0.19805653537002701,0.9408333333333333
