epoch,activation1,activation2,total_time
0,0.028288000263273716,0.024288000538945198,0.052576000802218914
1,0.028447999618947506,0.028079998679459095,0.0565279982984066
2,0.02812799997627735,0.024224000051617622,0.052352000027894974
3,0.02848000079393387,0.024447999894618988,0.052928000688552856
4,0.028176000341773033,0.02431999985128641,0.052496000193059444
5,0.03188799973577261,0.024767999537289143,0.05665599927306175
6,0.03147199936211109,0.02436799928545952,0.05583999864757061
7,0.028031999245285988,0.023856000043451786,0.051887999288737774
8,0.030271999537944794,0.02479999978095293,0.055071999318897724
9,0.02699200063943863,0.02455999981611967,0.0515520004555583
10,0.028256000019609928,0.02443200070410967,0.0526880007237196
11,0.02860799990594387,0.02443200070410967,0.05304000061005354
12,0.028272000141441822,0.025167999789118767,0.05343999993056059
13,0.029264000244438648,0.024159999564290047,0.053423999808728695
14,0.02734400052577257,0.024624000303447247,0.05196800082921982
15,0.02828799933195114,0.0243520000949502,0.05263999942690134
16,0.02792000025510788,0.02363200020045042,0.0515520004555583
17,0.02831999957561493,0.02427199948579073,0.05259199906140566
18,0.028528000228106976,0.024096000008285046,0.05262400023639202
19,0.0284000001847744,0.024191999807953835,0.05259199999272823
20,0.02801600005477667,0.024624000303447247,0.052640000358223915
21,0.028336000628769398,0.02417599968612194,0.05251200031489134
22,0.02817599941045046,0.027647999115288258,0.055823998525738716
23,0.027520000003278255,0.023888000287115574,0.05140800029039383
24,0.027248000726103783,0.024688000790774822,0.051936001516878605
25,0.02796800062060356,0.024480000138282776,0.05244800075888634
26,0.028239999897778034,0.02412799932062626,0.05236799921840429
27,0.02864000014960766,0.02423999924212694,0.0528799993917346
28,0.027999999932944775,0.02479999978095293,0.052799999713897705
29,0.028495999984443188,0.024639999493956566,0.053135999478399754
30,0.028239999897778034,0.027904000133275986,0.05614400003105402
31,0.027424000203609467,0.023903999477624893,0.05132799968123436
32,0.027615999802947044,0.02427199948579073,0.051887999288737774
33,0.02913600020110607,0.02374399919062853,0.0528799993917346
34,0.02831999957561493,0.02489599958062172,0.05321599915623665
35,0.027439999394118786,0.024608000181615353,0.05204799957573414
36,0.028063999488949776,0.024240000173449516,0.05230399966239929
37,0.02759999968111515,0.024335999973118305,0.051935999654233456
38,0.027615999802947044,0.02527999971061945,0.052895999513566494
39,0.028176000341773033,0.024992000311613083,0.053168000653386116
40,0.02851200010627508,0.025055999867618084,0.053567999973893166
41,0.02855999954044819,0.024159999564290047,0.052719999104738235
42,0.03199999965727329,0.024752000346779823,0.056752000004053116
43,0.028207999654114246,0.024384000338613987,0.05259199999272823
44,0.027936000376939774,0.024448000825941563,0.052384001202881336
45,0.028271999210119247,0.0248800003901124,0.05315199960023165
46,0.028351999819278717,0.024720000103116035,0.05307199992239475
47,0.028095999732613564,0.023648000322282314,0.05174400005489588
48,0.02801600005477667,0.023936000652611256,0.051952000707387924
49,0.027664000168442726,0.024927999824285507,0.05259199999272823
50,0.027808000333607197,0.023968000896275043,0.05177600122988224
51,0.02848000079393387,0.024240000173449516,0.052720000967383385
52,0.027664000168442726,0.024288000538945198,0.051952000707387924
53,0.028335999697446823,0.024783999659121037,0.05311999935656786
54,0.027424000203609467,0.025055999867618084,0.05248000007122755
55,0.02783999964594841,0.024144000373780727,0.05198400001972914
