epoch,train_loss,train_acc,val_loss,val_acc
0,2.2965939044952393,0.11428571428571428,1.8731647729873657,0.26
1,1.8495020866394043,0.32857142857142857,1.6818891763687134,0.428
2,1.6741524934768677,0.4,1.5662755966186523,0.496
3,1.5497407913208008,0.44285714285714284,1.491079568862915,0.546
4,1.5006636381149292,0.42142857142857143,1.4390645027160645,0.588
5,1.3942835330963135,0.5,1.3951784372329712,0.616
6,1.471766710281372,0.4785714285714286,1.3619511127471924,0.634
7,1.3886489868164062,0.4714285714285714,1.3343948125839233,0.656
8,1.403786540031433,0.45,1.3129687309265137,0.668
9,1.2301068305969238,0.55,1.2951265573501587,0.672
10,1.027988076210022,0.6285714285714286,1.2793956995010376,0.684
11,1.317291021347046,0.5,1.2661398649215698,0.69
12,1.270805835723877,0.5285714285714286,1.254896640777588,0.688
13,1.1260044574737549,0.5357142857142857,1.2440385818481445,0.69
14,1.3389663696289062,0.4714285714285714,1.2342058420181274,0.694
15,1.257332444190979,0.4857142857142857,1.2252321243286133,0.7
16,1.242092490196228,0.5428571428571428,1.2165464162826538,0.704
17,1.4305145740509033,0.44285714285714284,1.2085922956466675,0.702
18,1.1813806295394897,0.5857142857142857,1.2011756896972656,0.7
19,1.2000656127929688,0.5214285714285715,1.1947828531265259,0.708
20,1.2825552225112915,0.5,1.1893755197525024,0.712
21,1.0161279439926147,0.6,1.1843996047973633,0.712
22,1.1598045825958252,0.5285714285714286,1.1805797815322876,0.718
23,1.2354695796966553,0.5357142857142857,1.1771225929260254,0.718
24,1.2327028512954712,0.5571428571428572,1.1742310523986816,0.724
25,1.1580045223236084,0.5571428571428572,1.171469807624817,0.73
26,1.096193552017212,0.5857142857142857,1.1686543226242065,0.732
27,1.1143014430999756,0.5928571428571429,1.1658731698989868,0.734
28,1.2770228385925293,0.5,1.1635602712631226,0.732
29,1.0970988273620605,0.5857142857142857,1.1622787714004517,0.732
30,1.1075769662857056,0.5571428571428572,1.1607635021209717,0.734
31,1.1067498922348022,0.6071428571428571,1.1590090990066528,0.736
32,1.1682031154632568,0.6,1.1574151515960693,0.74
33,1.083159327507019,0.5428571428571428,1.1560407876968384,0.744
34,1.1266969442367554,0.5714285714285714,1.154947280883789,0.744
35,1.2064974308013916,0.5214285714285715,1.1539933681488037,0.75
36,1.2328757047653198,0.5214285714285715,1.1536446809768677,0.75
37,1.28018057346344,0.5071428571428571,1.1535109281539917,0.744
38,1.058140754699707,0.5928571428571429,1.153782844543457,0.746
39,1.0723575353622437,0.6071428571428571,1.1539071798324585,0.748
40,1.1394524574279785,0.5214285714285715,1.1540310382843018,0.742
41,1.12147057056427,0.5928571428571429,1.153545618057251,0.748
42,1.1271904706954956,0.5714285714285714,1.152730941772461,0.748
43,1.1175718307495117,0.5571428571428572,1.1519616842269897,0.75
44,1.1731672286987305,0.5214285714285715,1.1514887809753418,0.748
45,1.057124137878418,0.6071428571428571,1.1507065296173096,0.746
46,0.9428569078445435,0.6357142857142857,1.1494464874267578,0.746
47,1.0429530143737793,0.65,1.147578239440918,0.746
48,1.0329982042312622,0.6571428571428571,1.1448752880096436,0.746
49,1.1017999649047852,0.5928571428571429,1.1419174671173096,0.746
50,1.0213121175765991,0.5928571428571429,1.138656497001648,0.748
51,1.0948415994644165,0.5785714285714286,1.1351563930511475,0.748
52,0.9856338500976562,0.6142857142857143,1.1324069499969482,0.746
53,1.012741208076477,0.6285714285714286,1.12921142578125,0.752
54,0.985041618347168,0.6642857142857143,1.1259604692459106,0.752
55,1.1119511127471924,0.5785714285714286,1.1220749616622925,0.756
56,1.054165005683899,0.6071428571428571,1.1181689500808716,0.76
57,1.064119815826416,0.6214285714285714,1.1145926713943481,0.762
58,1.1243380308151245,0.5642857142857143,1.1118472814559937,0.758
59,1.167353630065918,0.5714285714285714,1.109582543373108,0.754
60,0.9691057205200195,0.6357142857142857,1.1076627969741821,0.752
61,0.9292705059051514,0.6714285714285714,1.1068966388702393,0.75
62,1.192806601524353,0.5571428571428572,1.1077890396118164,0.748
63,1.0849090814590454,0.5785714285714286,1.1100659370422363,0.746
64,1.074985146522522,0.5928571428571429,1.1128171682357788,0.74
65,1.0084736347198486,0.6357142857142857,1.1162374019622803,0.74
66,0.9481061697006226,0.65,1.1192026138305664,0.736
67,1.071469783782959,0.5785714285714286,1.1210118532180786,0.734
68,1.078679084777832,0.5928571428571429,1.1219526529312134,0.736
69,1.0320382118225098,0.5928571428571429,1.1217056512832642,0.736
70,1.1078107357025146,0.5642857142857143,1.1215662956237793,0.736
71,1.1742135286331177,0.5071428571428571,1.1217962503433228,0.742
72,0.977079451084137,0.6571428571428571,1.1230474710464478,0.746
73,1.0653862953186035,0.5571428571428572,1.1245925426483154,0.748
74,1.091054916381836,0.5571428571428572,1.125433325767517,0.746
75,1.0069105625152588,0.6357142857142857,1.1253196001052856,0.746
76,1.0020265579223633,0.6214285714285714,1.1233450174331665,0.74
77,1.0470064878463745,0.6071428571428571,1.1215773820877075,0.736
78,0.9300194978713989,0.6571428571428571,1.1190080642700195,0.738
79,1.0392024517059326,0.6285714285714286,1.1162062883377075,0.74
80,1.145105004310608,0.5785714285714286,1.116830587387085,0.74
81,0.9319096207618713,0.65,1.1187000274658203,0.742
82,1.115508794784546,0.6071428571428571,1.1212050914764404,0.752
83,1.0716127157211304,0.5857142857142857,1.1248444318771362,0.746
84,0.9730911254882812,0.6428571428571429,1.1289008855819702,0.742
85,1.1687309741973877,0.5428571428571428,1.1352028846740723,0.746
86,0.9782887101173401,0.65,1.1429364681243896,0.74
87,1.028360366821289,0.5857142857142857,1.1481001377105713,0.738
88,1.0094914436340332,0.6142857142857143,1.1515883207321167,0.738
89,0.9185575246810913,0.6857142857142857,1.1533231735229492,0.732
90,1.0130544900894165,0.6285714285714286,1.1542495489120483,0.728
91,0.9944552779197693,0.6142857142857143,1.1563774347305298,0.726
92,1.183445930480957,0.5928571428571429,1.1625590324401855,0.726
93,1.1584265232086182,0.5571428571428572,1.169408917427063,0.728
94,1.0555338859558105,0.6071428571428571,1.1721323728561401,0.734
95,1.0351338386535645,0.6214285714285714,1.1710002422332764,0.74
96,1.11829674243927,0.5285714285714286,1.1687923669815063,0.75
97,1.0128625631332397,0.6285714285714286,1.1663322448730469,0.758
98,0.8965880274772644,0.6214285714285714,1.1660312414169312,0.76
99,0.929049015045166,0.6357142857142857,1.1676872968673706,0.758
100,0.9637206792831421,0.65,1.1676994562149048,0.758
101,0.9352351427078247,0.6714285714285714,1.1676125526428223,0.756
102,1.0908641815185547,0.5642857142857143,1.1663661003112793,0.754
103,1.1043256521224976,0.5642857142857143,1.1672532558441162,0.746
104,1.0539299249649048,0.5857142857142857,1.169891357421875,0.746
105,0.9075088500976562,0.65,1.1693285703659058,0.746
106,1.0564008951187134,0.5785714285714286,1.167917013168335,0.738
107,0.8804067373275757,0.6928571428571428,1.1610583066940308,0.742
108,1.0064785480499268,0.6142857142857143,1.1521782875061035,0.742
109,0.9725775718688965,0.6214285714285714,1.145013451576233,0.74
110,1.1306771039962769,0.6,1.1394944190979004,0.74
111,0.9520968794822693,0.6285714285714286,1.1356091499328613,0.738
112,0.9128785729408264,0.6285714285714286,1.1329331398010254,0.738
113,0.9964460134506226,0.6142857142857143,1.1329092979431152,0.736
114,1.0753819942474365,0.5571428571428572,1.1371208429336548,0.744
115,0.8361068964004517,0.7,1.142406940460205,0.74
116,1.08688485622406,0.6142857142857143,1.1498078107833862,0.73
117,1.0625249147415161,0.6214285714285714,1.1576182842254639,0.73
118,0.8657951354980469,0.6571428571428571,1.165434718132019,0.726
119,1.061212420463562,0.6071428571428571,1.168419361114502,0.734
120,0.9782500267028809,0.6571428571428571,1.1703728437423706,0.736
121,1.0168535709381104,0.6285714285714286,1.168973445892334,0.742
122,0.9490203857421875,0.6785714285714286,1.1639162302017212,0.754
123,1.0535348653793335,0.6285714285714286,1.1561365127563477,0.756
124,0.895854115486145,0.6714285714285714,1.1491492986679077,0.758
125,0.9835367202758789,0.6428571428571429,1.1457850933074951,0.762
126,1.0079323053359985,0.5928571428571429,1.1430193185806274,0.758
127,1.0058153867721558,0.6214285714285714,1.144006609916687,0.756
128,0.9986645579338074,0.6428571428571429,1.1419939994812012,0.76
129,0.9247445464134216,0.6428571428571429,1.140619158744812,0.756
130,1.0656514167785645,0.6142857142857143,1.1404814720153809,0.756
131,0.9078360199928284,0.7142857142857143,1.1420339345932007,0.752
132,0.9571667313575745,0.6428571428571429,1.1442192792892456,0.746
133,1.2062175273895264,0.5214285714285715,1.144650936126709,0.746
134,1.1751551628112793,0.4928571428571429,1.14285147190094,0.746
135,1.0764598846435547,0.5714285714285714,1.1355586051940918,0.75
136,0.9947616457939148,0.6214285714285714,1.1318379640579224,0.764
137,1.0460083484649658,0.65,1.132757544517517,0.758
138,0.859365701675415,0.6785714285714286,1.1351840496063232,0.748
139,1.0074697732925415,0.6214285714285714,1.1403108835220337,0.748
140,1.1859842538833618,0.5571428571428572,1.1472604274749756,0.738
141,1.0732166767120361,0.6214285714285714,1.1499568223953247,0.732
142,1.0640379190444946,0.6,1.150320053100586,0.73
143,1.0243159532546997,0.6642857142857143,1.145444393157959,0.728
144,1.2119040489196777,0.5357142857142857,1.144048810005188,0.73
145,1.1018691062927246,0.6357142857142857,1.1442680358886719,0.736
146,1.1286804676055908,0.6,1.146181583404541,0.728
147,1.0706559419631958,0.6428571428571429,1.1471335887908936,0.736
148,0.95826655626297,0.6428571428571429,1.1437957286834717,0.726
149,1.1110105514526367,0.5714285714285714,1.1428500413894653,0.732
