epoch,layer_1,layer_2,layer_3,layer_4,total_time
0,0.03581263061174575,0.021618296462385094,0.019911642387947615,0.01989229178165688,0.09723486124373534
1,0.03584203289931311,0.02145950116436271,0.020397477636442465,0.02026160943595802,0.0979606211360763
2,0.035650785889695676,0.021623341208871674,0.019789176475914085,0.01998633412315565,0.09704963769763708
3,0.03571154821006691,0.021669496473144083,0.020160150598077214,0.019869214127607206,0.09741040940889542
4,0.03594066824764013,0.02183785411364892,0.020313524726559135,0.020099802407271723,0.09819184949511992
5,0.03673456934445045,0.022284084663671606,0.020345411767416142,0.019996122340945638,0.09936018811648384
6,0.03644058357924223,0.02207442824893138,0.020363595343249687,0.020363557652077254,0.09924216482350055
7,0.036662889366202496,0.022029552897986245,0.020429025919121855,0.020061364726108664,0.09918283290941926
8,0.03626736941363882,0.022079510603319197,0.02042480938574847,0.02015555766356342,0.0989272470662699
9,0.03630076238775955,0.021855661154669873,0.020164969438577398,0.02019350587445147,0.09851489885545829
10,0.03628980709349408,0.021932799973908592,0.020380461165571913,0.020288865890573052,0.09889193412354763
11,0.0361560093852527,0.021683425923042437,0.020064376483068747,0.020098258824471166,0.09800207061583505
12,0.03622083765180672,0.021869552933117924,0.020176715281079796,0.019964122347095433,0.09823122821309987
13,0.036345185942071326,0.021957684672054122,0.020697863555568106,0.02003753414925407,0.09903826831894763
14,0.03600982581867891,0.02174949645776959,0.020195877670365223,0.019954785884303206,0.09790998583111693
15,0.0359978541666094,0.022000564704923068,0.020236800017164033,0.019857016468749326,0.09809223535744582
16,0.036158155281754104,0.0216847435209681,0.020099727079710538,0.020134889408946036,0.09807751529137877
17,0.036265976435559635,0.022129844711983905,0.020349101196317113,0.020142192941378145,0.0988871152852388
18,0.03600101648008122,0.022251105876091647,0.02031420235248173,0.02001965176094981,0.0985859764696044
19,0.03610025410704753,0.022082672940895838,0.020295265880139433,0.019997138825847822,0.09847533175393063
20,0.03648451768080978,0.022102851747151684,0.02015868238009074,0.020075105908600722,0.09882115771665291
21,0.0358461364796933,0.022112564709694946,0.02032048943069051,0.019857844734454858,0.09813703535453361
22,0.03621884230305167,0.02194951531203354,0.02011188705177868,0.020079736481694616,0.09835998114855851
23,0.03640575997531414,0.021958362341803664,0.020273016502752022,0.020099200010299682,0.0987363388301695
24,0.036135190600419746,0.021683651752331678,0.0201857505914043,0.020088470624211957,0.09809306356836768
25,0.03577005176421474,0.022088847044197953,0.020308931756983784,0.019774719996049125,0.0979425505614456
26,0.03548118583638878,0.021661891757565385,0.020166964728166075,0.019648941198692604,0.09695898352081285
27,0.03596679530161269,0.02164683296180823,0.020193844733431058,0.019663096486645586,0.09747056948349757
28,0.03642390585997526,0.022429138836176955,0.020643425864331863,0.020044461186317836,0.09954093174680191
29,0.03629906825940399,0.022156423536293646,0.020233336494249455,0.019912508219918783,0.09860133650986587
30,0.03728018827517243,0.023255529408069218,0.021457505890113467,0.021090032914105585,0.1030832564874607
31,0.03800549651989166,0.02399085174807731,0.022448075273457695,0.022048037661349072,0.10649246120277572
32,0.03579772240098785,0.02193163294564275,0.02011015531990458,0.020164178844322176,0.09800368951085736
33,0.036145505883237894,0.022140875309705734,0.02025520943762625,0.01986913882853354,0.09841072945910342
34,0.03545799531042576,0.021469251754529337,0.019754277664948913,0.019600752922980226,0.09628227765288425
35,0.03580528933554888,0.02167638588039314,0.020354258845395903,0.019882164707078653,0.09771809876841657
36,0.036071228292935034,0.02203181171899333,0.02012638120309395,0.020099877629648235,0.09832929884467055
37,0.03605616944458555,0.021676348217708225,0.0202502776550896,0.01954947764382643,0.09753227296120981
38,0.03592338827603003,0.022078155257246074,0.020312207038788235,0.01987471060060403,0.09818846117266837
39,0.035980197666760756,0.022075444709728744,0.020346691768397304,0.019763764697400963,0.09816609884228776
40,0.03656075289144235,0.02188822585870238,0.02073204707354307,0.01993306356975261,0.09911408939344041
41,0.03635745886055862,0.022021496493150206,0.020294023539651842,0.019951435311094803,0.09862441420445547
42,0.03599992471582749,0.021999585924341397,0.02003858826177962,0.01992067767854999,0.0979587765804985
43,0.0359581364713171,0.02204035762040054,0.020175134110100128,0.0199386353418231,0.09811226354364086
44,0.03594782123889993,0.021691294121829904,0.01999284711173352,0.019954559984890853,0.09758652245735422
45,0.0355255718090955,0.021517665907740593,0.019960131781066166,0.019758531773353325,0.09676190127125557
46,0.035913449409691725,0.02188592942979406,0.02011248945094207,0.019829647085245917,0.09774151537567377
47,0.03634684238363715,0.021849336475133894,0.019807134128230458,0.019798136456486058,0.09780144944348756
48,0.036359792956534555,0.022046305885648026,0.02011843763730105,0.01988905406830942,0.09841359054779304
49,0.03643312936758294,0.02213323293144212,0.020339200043064706,0.019925571800593067,0.09883113414268282
